model,sku,slug,color,image_url,release_date,release_date_year,discount_tag,box_condition,goat_url,model_sub_line,model_line,brand,description,story,prelude,ftb,gs,ps
Zoom Kobe 4 'Rice Away',344335 071,zoom-kobe-4-rice-344335-071,Black,https://image.goat.com/750/attachments/product_template_pictures/images/000/084/365/original/344335_071.png.png,2009-09-05,2009,,,https://www.goat.com/sneakers/zoom-kobe-4-rice-344335-071,Nike - Zoom Kobe 4,Nike - Zoom Kobe 4,Nike,Shop the Zoom Kobe 4 'Rice Away' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"Designed by Eric Avar and Tom Luedecke and launched in 2008, the Nike Zoom Kobe 4 was the first Kobe sneaker to be released in low-top form. This 2009 Zoom Kobe 4 ‘Rice’ was created for Rice High School, a private Roman Catholic prep school in Harlem. The shoe’s black upper is accented with hits of Forest Green and Varsity Maize and supported by Flywire cables. Kobe Bryant’s signature emerges on the heel counter, and ‘Rice’ is featured on the heel patch. Underfoot, a Lunarlon midsole is complemented by Zoom Air cushioning.",N,N,N,N
Kobe 11 TB 'University Gold',856485 771,kobe-11-tb-promo-856485-771,Gold,https://image.goat.com/750/attachments/product_template_pictures/images/011/254/269/original/856485_771.png.png,2016-10-01,2016,,,https://www.goat.com/sneakers/kobe-11-tb-promo-856485-771,Nike - Kobe 11,Nike - Kobe 11,Nike,Shop the Kobe 11 TB 'University Gold' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 11 TB 'White Royal Blue',856485 141,kobe-11-tb-856485-140,White,https://image.goat.com/750/attachments/product_template_pictures/images/011/202/315/original/856485_140.png.png,2016-10-01,2016,,,https://www.goat.com/sneakers/kobe-11-tb-856485-140,Nike - Kobe 11,Nike - Kobe 11,Nike,Shop the Kobe 11 TB 'White Royal Blue' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe 4 'Lower Merion Aces',344335 061,zoom-kobe-4-ace-344335-061,Silver,https://image.goat.com/750/attachments/product_template_pictures/images/079/929/616/original/24221_00.png.png,2009-09-06,2009,,,https://www.goat.com/sneakers/zoom-kobe-4-ace-344335-061,Nike - Zoom Kobe 4,Nike - Zoom Kobe 4,Nike,Shop the Zoom Kobe 4 'Lower Merion Aces' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe 4 Protro 'Hollywood Nights' PE,SP19 MNBSKT 761Z 925173,zoom-kobe-4-protro-hollywood-nights-pe-sp19-mnbskt-761z-925173,Black,https://image.goat.com/750/attachments/product_template_pictures/images/020/013/386/original/SP19_MNBSKT_761Z_925173.png.png,,,,,https://www.goat.com/sneakers/zoom-kobe-4-protro-hollywood-nights-pe-sp19-mnbskt-761z-925173,Nike - Zoom Kobe 4 Protro,Nike - Zoom Kobe 4,Nike,Shop the Zoom Kobe 4 Protro 'Hollywood Nights' PE and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 11 TB 'University Red',856485 661,kobe-11-em-low-tb-university-red-856485-661,Red,https://image.goat.com/750/attachments/product_template_pictures/images/017/131/600/original/856485_661.png.png,2016-10-01,2016,,,https://www.goat.com/sneakers/kobe-11-em-low-tb-university-red-856485-661,Nike - Kobe 11,Nike - Kobe 11,Nike,Shop the Kobe 11 TB 'University Red' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 11 TB 'White University Blue',856485 142,kobe-11-em-low-tb-university-blue-856485-142,White,https://image.goat.com/750/attachments/product_template_pictures/images/013/207/115/original/856485_142.png.png,2016-10-01,2016,,,https://www.goat.com/sneakers/kobe-11-em-low-tb-university-blue-856485-142,Nike - Kobe 11,Nike - Kobe 11,Nike,Shop the Kobe 11 TB 'White University Blue' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe 3 'Lower Merion Aces',318090 111,zoom-kobe-3-ace-318090-111,White,https://image.goat.com/750/attachments/product_template_pictures/images/000/031/275/original/318090_111.png.png,2008-03-16,2008,,,https://www.goat.com/sneakers/zoom-kobe-3-ace-318090-111,Nike - Zoom Kobe 3,Nike - Zoom Kobe 3,Nike,Shop the Zoom Kobe 3 'Lower Merion Aces' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe 4 'Westchester' PE,SP09 MNBSKT 339 117594,zoom-kobe-4-westchester-comets-pe-sp09-mnbskt-339-117594,Black,https://image.goat.com/750/attachments/product_template_pictures/images/010/214/493/original/SP09_MNBSKT_339_117594.png.png,,,,,https://www.goat.com/sneakers/zoom-kobe-4-westchester-comets-pe-sp09-mnbskt-339-117594,Nike - Zoom Kobe 4,Nike - Zoom Kobe 4,Nike,Shop the Zoom Kobe 4 'Westchester' PE and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe 5 TB 'White Varsity Royal',407710 400,zoom-kobe-5-407710-400,Blue,https://image.goat.com/750/attachments/product_template_pictures/images/018/869/826/original/407710_400.png.png,2010-06-01,2010,,,https://www.goat.com/sneakers/zoom-kobe-5-407710-400,Nike - Zoom Kobe 5,Nike - Zoom Kobe 5,Nike,Shop the Zoom Kobe 5 TB 'White Varsity Royal' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 9 EM XDR 'Silk',653972 676,kobe-9-xdr-silk-653972-676,Purple,https://image.goat.com/750/attachments/product_template_pictures/images/054/791/080/original/250038_00.png.png,2015-01-03,2015,,,https://www.goat.com/sneakers/kobe-9-xdr-silk-653972-676,Nike - Kobe 9 EM,Nike - Kobe 9,Nike,Shop the Kobe 9 EM XDR 'Silk' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Gel Lyte 3 'Kobe Beef',1191A347 250,gel-lyte-3-kobe-beef-1191a347-250,Pink,https://image.goat.com/750/attachments/product_template_pictures/images/033/250/328/original/1191A347_250.png.png,,,,good_condition,https://www.goat.com/sneakers/gel-lyte-3-kobe-beef-1191a347-250,Special Release or PE,Special Release or PE,Special Release or PE,Shop the Gel Lyte 3 'Kobe Beef' and other curated styles from ASICS on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe 4 'McFly' PE,FA09MNBSKT811,zoom-kobe-4-pe-mcfly-fa09mnbskt811,Grey,https://image.goat.com/750/attachments/product_template_pictures/images/013/841/748/original/FA09MNBSKT811.png.png,,,,,https://www.goat.com/sneakers/zoom-kobe-4-pe-mcfly-fa09mnbskt811,Nike - Zoom Kobe 4,Nike - Zoom Kobe 4,Nike,Shop the Zoom Kobe 4 'McFly' PE and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 11 TB 'Wolf Grey',856485 002,kobe-11-em-tb-grey-black-856485-002,Grey,https://image.goat.com/750/attachments/product_template_pictures/images/018/754/635/original/856485_002.png.png,2016-10-01,2016,,,https://www.goat.com/sneakers/kobe-11-em-tb-grey-black-856485-002,Nike - Kobe 11,Nike - Kobe 11,Nike,Shop the Kobe 11 TB 'Wolf Grey' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 10 EP 'Fundamentals',745334 100,nike-kobe-10-745334-100,White,https://image.goat.com/750/attachments/product_template_pictures/images/000/022/009/original/745334_100.png,2015-05-21,2015,,,https://www.goat.com/sneakers/nike-kobe-10-745334-100,Nike - Kobe 10,Nike - Kobe 10,Nike,Shop the Kobe 10 EP 'Fundamentals' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"Adopting a ‘less is more’ mentality, the Kobe 10 emerges with a low-top construction that incorporates a hybrid cushioning unit in the midsole, featuring Lunarlon and Zoom Air. The outsole features siping grooves inspired by Nike Free to improve traction. The shoe’s open-weave textile on the seamless mesh upper was inspired by the texture of a shark’s skin, while the tongue incorporates a snakeskin detailing inspired by a mamba.",N,N,N,N
Kobe A.D. 'PK80',922482 795246,kobe-a-d-pk80-922482-795246,Black,https://image.goat.com/750/attachments/product_template_pictures/images/012/094/893/original/922482_795246.png,,,,,https://www.goat.com/sneakers/kobe-a-d-pk80-922482-795246,Nike - Kobe A.D.,Nike - Kobe A.D.,Nike,Shop the Kobe A.D. 'PK80' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Star Wars x Crazy 1 'Darth Vader',EH2460,star-wars-x-crazy-1-eh2460,Black,https://image.goat.com/750/attachments/product_template_pictures/images/079/600/031/original/555390_00.png.png,2019-11-01,2019,under_retail,good_condition,https://www.goat.com/sneakers/star-wars-x-crazy-1-eh2460,Adidas - Crazy 1 Kobe,Adidas - Crazy 1 Kobe,Adidas,Shop the Star Wars x Crazy 1 'Darth Vader' and other curated styles from adidas on GOAT. Buyer protection guaranteed on all purchases.,"In November 2019, Star Wars and adidas collided once again to celebrate the theatrical premiere of the franchise's ninth episode in December with the Crazy 1. The sneaker is an homage to the Galactic Empire in black patent leather detailed with a graphic overlay, reflective laces and 'Action Red' lining. Nods to the autocratic regime include its emblem on the tongue and an Imperial rank plaque on heel. A matching midsole and bold rubber outsole round out the theme.",N,N,N,N
Kobe 10 EP 'Vino',745334 333,kobe-10-ep-vino-745334-333,Green,https://image.goat.com/750/attachments/product_template_pictures/images/053/787/756/original/745334_333.png.png,2015-03-07,2015,,good_condition,https://www.goat.com/sneakers/kobe-10-ep-vino-745334-333,Nike - Kobe 10,Nike - Kobe 10,Nike,Shop the Kobe 10 EP 'Vino' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 9 EM TB 'Game Royal',685776 402,kobe-9-em-tb-685776-402,Blue,https://image.goat.com/750/attachments/product_template_pictures/images/012/868/216/original/685776_402.png.png,2014-11-01,2014,,,https://www.goat.com/sneakers/kobe-9-em-tb-685776-402,Nike - Kobe 9 EM,Nike - Kobe 9,Nike,Shop the Kobe 9 EM TB 'Game Royal' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 11 'Always Love The Hate' Pack,865774 992,kobe-11-always-love-the-hate-pack-865774-992,Black,https://image.goat.com/750/attachments/product_template_pictures/images/013/943/843/original/865774_992.png,2016-04-13,2016,,,https://www.goat.com/sneakers/kobe-11-always-love-the-hate-pack-865774-992,Nike - Kobe 11,Nike - Kobe 11,Nike,Shop the Kobe 11 'Always Love The Hate' Pack and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"Kobe Bryant’s Always Love the Hate pack celebrates his 20-year career in the NBA, featuring two special renditions of his signature Kobe 11. The first sneaker is the last shoe that released in his Fade to Black collection—and the one he wore in his final game—featuring an all-black upper with gold contrasting on the Swoosh. The second offering was made available on NIKEiD at the start of Bryant’s final game. Displaying a black Engineered Mesh upper and translucent blue Zoom Air outsole, the sneaker is contrasted with gold branding as well as various numbers that are relevant to the Bryant’s career.",N,N,N,N
Zoom Kobe 4 'Purple Splatter',344335 112,zoom-kobe-4-purple-splatter-344335-112,White,https://image.goat.com/750/attachments/product_template_pictures/images/010/214/388/original/344335_112.png.png,2009-09-13,2009,,,https://www.goat.com/sneakers/zoom-kobe-4-purple-splatter-344335-112,Nike - Zoom Kobe 4,Nike - Zoom Kobe 4,Nike,Shop the Zoom Kobe 4 'Purple Splatter' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 9 Elite Low XDR 'University Red',653456 601,kobe-9-elite-low-xdr-university-red-653456-601,Red,https://image.goat.com/750/attachments/product_template_pictures/images/082/509/109/original/653456_601.png.png,2014-09-13,2014,,good_condition,https://www.goat.com/sneakers/kobe-9-elite-low-xdr-university-red-653456-601,Nike - Kobe 9 Low,Nike - Kobe 9,Nike,Shop the Kobe 9 Elite Low XDR 'University Red' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe 4 'Beijing 2 Finals',396442 100,zoom-kobe-4-bj2f-396442-100,White,https://image.goat.com/750/attachments/product_template_pictures/images/049/583/679/original/396442_100.png.png,2009-12-01,2009,,,https://www.goat.com/sneakers/zoom-kobe-4-bj2f-396442-100,Nike - Zoom Kobe 4,Nike - Zoom Kobe 4,Nike,Shop the Zoom Kobe 4 'Beijing 2 Finals' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Huarache 2K4 'Kobe Bryant Olympic',BBM994M41C1,huarache-2k4-kobe-bryant-olympic-bbm994m41c1,Grey,https://image.goat.com/750/placeholders/product_templates/original/missing.png,,,,,https://www.goat.com/sneakers/huarache-2k4-kobe-bryant-olympic-bbm994m41c1,Nike - Air Huarache 2k4,Nike - Air Huarache 2k4,Nike,Shop the Huarache 2K4 'Kobe Bryant Olympic' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe A.D. TB Promo 'Desert Orange',AT3874 803,kobe-a-d-tb-promo-desert-orange-at3874-803,Orange,https://image.goat.com/750/attachments/product_template_pictures/images/080/460/024/original/534925_00.png.png,,,,,https://www.goat.com/sneakers/kobe-a-d-tb-promo-desert-orange-at3874-803,Nike - Kobe A.D.,Nike - Kobe A.D.,Nike,Shop the Kobe A.D. TB Promo 'Desert Orange' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 10 PS,726068 403,kobe-x-10-5y-3y-preschool-kids-shoe-726068-403,Blue,https://image.goat.com/750/attachments/product_template_pictures/images/000/011/621/original/726068403.png.png,,,,,https://www.goat.com/sneakers/kobe-x-10-5y-3y-preschool-kids-shoe-726068-403,Nike - Kobe 10,Nike - Kobe 10,Nike,Shop the Kobe 10 PS and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"This Nike Kobe 10 PS delivers a colorway of Blue Lagoon, Vapor Green and black in kids' sizes. Released in 2015 and designed by Eric Avar, Kobe Bryant's tenth signature shoe with Nike is a low-cut, lightweight sneaker that promotes durability and responsiveness. Blue covers the tongue, laces and translucent textile upper, while the Nike Swoosh appears in black. The left shoe's heel counter displays four red lines—a nod to Bryant's ACL surgery in 2013 when four feet of threading was used to repair his tendon—while the right shoe features 'The Sheath' logo.",N,N,N,Y
Kobe Dream Season 2 Low 'Varsity Purple',407624 101,kobe-dream-season-2-low-varsity-purple-407624-101,Black,https://image.goat.com/750/attachments/product_template_pictures/images/017/762/237/original/407624_101.png.png,,,,,https://www.goat.com/sneakers/kobe-dream-season-2-low-varsity-purple-407624-101,Adidas - Kobe Dream Season,Adidas - Kobe Dream Season,Adidas,Shop the Kobe Dream Season 2 Low 'Varsity Purple' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Huarache 2K4 'Kobe Bryant Olympic',BBM994M40C1,huarache-2k4-kobe-bryant-olympic-bbm994m40c1,White,https://image.goat.com/750/placeholders/product_templates/original/missing.png,,,,,https://www.goat.com/sneakers/huarache-2k4-kobe-bryant-olympic-bbm994m40c1,Nike - Air Huarache 2k4,Nike - Air Huarache 2k4,Nike,Shop the Huarache 2K4 'Kobe Bryant Olympic' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 9 EM TB 'White Orange',685776 180,kobe-9-em-tb-685776-180,White,https://image.goat.com/750/attachments/product_template_pictures/images/001/612/913/original/685776_180.png,2014-11-01,2014,,,https://www.goat.com/sneakers/kobe-9-em-tb-685776-180,Nike - Kobe 9 EM,Nike - Kobe 9,Nike,Shop the Kobe 9 EM TB 'White Orange' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe A.D. 2018 'White',AV5515 100,kobe-a-d-2018-white-av5515-100,White,https://image.goat.com/750/attachments/product_template_pictures/images/014/957/777/original/AV5515_100.png.png,,,,,https://www.goat.com/sneakers/kobe-a-d-2018-white-av5515-100,Nike - Kobe A.D.,Nike - Kobe A.D.,Nike,Shop the Kobe A.D. 2018 'White' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 9 EM TB 'Game Royal',685776 140,kobe-9-em-tb-685776-140,White,https://image.goat.com/750/attachments/product_template_pictures/images/013/207/099/original/685776_140.png.png,2014-11-01,2014,,,https://www.goat.com/sneakers/kobe-9-em-tb-685776-140,Nike - Kobe 9 EM,Nike - Kobe 9,Nike,Shop the Kobe 9 EM TB 'Game Royal' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe A.D. 2018 'Black',AV5515 002,kobe-a-d-2018-black-av5515-002,Black,https://image.goat.com/750/attachments/product_template_pictures/images/014/957/774/original/AV5515_002.png.png,,,,,https://www.goat.com/sneakers/kobe-a-d-2018-black-av5515-002,Nike - Kobe A.D.,Nike - Kobe A.D.,Nike,Shop the Kobe A.D. 2018 'Black' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 10 '2014 Drew League Champion' iD,777411 991,kobe-10-id-drew-league-2014-777411-991,Black,https://image.goat.com/750/attachments/product_template_pictures/images/000/022/547/original/777411_991.png.png,2015-05-18,2015,,,https://www.goat.com/sneakers/kobe-10-id-drew-league-2014-777411-991,Nike - Kobe 10,Nike - Kobe 10,Nike,Shop the Kobe 10 '2014 Drew League Champion' iD and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The Nike Kobe 10 iD 2014 ‘Drew League’ was made to celebrate the 2014 Drew League Champions, Hank’s Houdini’s All-Stars. The design features an Engineered Mesh upper in black, accented with metallic gold on the Swoosh, tongue and heel. ‘Drew’ and ‘Champs’ are embroidered inside the tongues of the left and right shoes, while the translucent midsole is sprinkled with gold speckled detailing.",N,N,N,N
